age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
25,F,African-American,25 - 45,High,Male,10,-82,9,Yes,Yes
47,M,Caucasian,Greater than 45,Low,Male,2,-30,1,No,No
27,M,Hispanic,25 - 45,Low,Male,1,-41,2,No,No
30,F,African-American,25 - 45,High,Male,13,-1,10,Yes,Yes
24,F,African-American,Less than 25,Medium,Male,4,-1,5,Yes,Yes
48,F,Caucasian,Greater than 45,Low,Male,2,-43,1,Yes,Yes
45,F,Caucasian,Greater than 45,Medium,Male,0,-1,6,Yes,Yes
26,M,African-American,25 - 45,Medium,Male,2,-26,5,No,No
42,M,Caucasian,25 - 45,Low,Female,0,-1,2,No,No
34,M,African-American,25 - 45,Low,Male,1,-1,2,No,No
21,M,African-American,Less than 25,Low,Male,0,0,4,Yes,Yes
69,M,Caucasian,Greater than 45,Low,Female,2,0,1,No,No
24,F,Caucasian,Less than 25,Medium,Male,5,-22,5,Yes,Yes
45,M,African-American,Greater than 45,Low,Male,1,-1,1,No,No
28,M,African-American,25 - 45,High,Male,3,264,9,No,No
25,M,African-American,25 - 45,High,Male,8,-1,8,Yes,Yes
52,M,African-American,Greater than 45,Low,Male,2,-1,1,No,No
30,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
26,M,Hispanic,25 - 45,Low,Female,0,0,3,No,No
34,F,Other,25 - 45,Low,Male,0,-1,2,Yes,Yes
32,F,Caucasian,25 - 45,Medium,Male,5,145,7,Yes,Yes
47,F,Caucasian,Greater than 45,Low,Male,11,-104,4,No,No
38,M,African-American,25 - 45,Low,Male,2,0,4,Yes,Yes
32,F,African-American,25 - 45,High,Male,2,-58,10,No,No
23,F,African-American,Less than 25,Medium,Male,4,-1,7,Yes,Yes
30,M,Hispanic,25 - 45,Low,Male,0,0,1,No,No
59,F,African-American,Greater than 45,High,Male,9,-91,9,Yes,Yes
24,F,Caucasian,Less than 25,Medium,Male,5,-40,7,Yes,Yes
22,F,African-American,Less than 25,Medium,Female,0,0,6,No,No
35,F,African-American,25 - 45,Low,Male,6,-1,3,No,No
24,F,African-American,Less than 25,Medium,Male,0,0,7,Yes,Yes
35,M,African-American,25 - 45,Medium,Male,1,-1,6,Yes,No
25,F,African-American,25 - 45,Medium,Male,2,-1,6,No,No
58,M,Caucasian,Greater than 45,Low,Male,3,-4,2,No,No
27,F,African-American,25 - 45,Low,Male,7,-1,4,Yes,Yes
24,F,African-American,Less than 25,High,Male,6,0,9,Yes,Yes
33,M,Caucasian,25 - 45,Low,Male,2,-23,2,No,No
44,F,Caucasian,25 - 45,Low,Male,4,-1,3,No,No
30,F,African-American,25 - 45,Medium,Male,3,-1,5,No,No
39,F,Hispanic,25 - 45,Low,Female,2,0,2,No,No
28,F,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
34,F,African-American,25 - 45,Low,Male,1,-1,2,No,No
26,F,African-American,25 - 45,High,Male,1,-30,8,Yes,Yes
23,F,African-American,Less than 25,Low,Male,0,-1,2,No,No
29,F,Caucasian,25 - 45,High,Male,11,-1,8,Yes,Yes
31,M,African-American,25 - 45,Low,Male,0,-1,4,No,No
38,F,Other,25 - 45,Low,Male,1,-1,1,No,No
30,F,African-American,25 - 45,High,Male,14,-1,8,Yes,Yes
21,F,Caucasian,Less than 25,Low,Male,2,-1,4,Yes,Yes
44,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
52,F,African-American,Greater than 45,Low,Male,0,0,1,No,No
30,F,African-American,25 - 45,Medium,Male,6,-1,5,Yes,Yes
31,F,African-American,25 - 45,High,Male,9,0,8,Yes,Yes
21,F,African-American,Less than 25,Medium,Female,2,-12,6,Yes,No
77,M,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
61,F,Caucasian,Greater than 45,Medium,Male,4,-1,6,No,No
41,M,African-American,25 - 45,Low,Female,0,-1,1,No,No
24,M,Caucasian,Less than 25,Medium,Female,0,-1,5,No,No
34,F,African-American,25 - 45,Low,Female,5,-1,3,Yes,No
34,F,Caucasian,25 - 45,Low,Male,3,47,2,Yes,Yes
27,F,Hispanic,25 - 45,Low,Male,1,0,3,No,No
25,M,African-American,25 - 45,Medium,Male,6,-1,7,Yes,Yes
30,F,African-American,25 - 45,Low,Male,1,-1,1,No,No
59,F,Hispanic,Greater than 45,Low,Male,0,-4,1,No,No
55,F,Caucasian,Greater than 45,Low,Male,1,-1,1,Yes,Yes
22,M,African-American,Less than 25,Medium,Female,1,294,6,No,No
32,F,Caucasian,25 - 45,Medium,Male,0,-1,6,Yes,Yes
53,M,African-American,Greater than 45,Low,Male,5,0,2,No,No
50,M,Caucasian,Greater than 45,Low,Male,1,-1,2,No,No
26,F,Other,25 - 45,Low,Male,1,-1,4,Yes,Yes
21,F,Hispanic,Less than 25,Medium,Male,2,-1,5,Yes,Yes
36,F,African-American,25 - 45,Medium,Male,7,-1,6,Yes,Yes
35,F,African-American,25 - 45,High,Male,16,-1,8,Yes,Yes
25,M,Caucasian,25 - 45,Low,Female,0,-1,3,No,No
31,M,Caucasian,25 - 45,Medium,Female,2,0,6,No,No
26,F,African-American,25 - 45,Medium,Female,1,-1,5,No,No
25,M,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
32,M,African-American,25 - 45,Low,Male,0,0,1,No,No
40,F,Caucasian,25 - 45,Low,Male,5,-1,3,No,No
35,F,African-American,25 - 45,Low,Male,0,-2,3,No,No
27,F,African-American,25 - 45,Low,Male,2,-1,3,No,No
33,F,African-American,25 - 45,High,Male,12,-1,9,Yes,Yes
36,F,Asian,25 - 45,Low,Male,1,-1,1,No,No
30,F,Caucasian,25 - 45,Low,Male,2,-22,2,No,No
30,F,African-American,25 - 45,Low,Male,0,0,4,No,No
41,F,African-American,25 - 45,High,Male,19,0,8,Yes,No
21,M,Caucasian,Less than 25,Medium,Female,1,-99,7,No,No
29,F,Caucasian,25 - 45,Medium,Female,0,-3,7,No,No
25,F,Caucasian,25 - 45,Medium,Male,0,-1,5,No,No
50,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
35,F,Caucasian,25 - 45,Low,Male,4,-1,2,No,No
37,F,African-American,25 - 45,High,Male,17,0,9,Yes,Yes
43,F,African-American,25 - 45,Low,Male,4,-26,1,Yes,Yes
29,M,Caucasian,25 - 45,Medium,Male,12,0,6,Yes,Yes
61,F,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
22,F,African-American,Less than 25,High,Female,4,0,9,Yes,Yes
27,F,Caucasian,25 - 45,Low,Male,2,-1,4,Yes,Yes
34,M,African-American,25 - 45,Low,Female,1,-21,2,No,No
24,F,Other,Less than 25,Medium,Male,0,-1,6,No,No
34,F,Caucasian,25 - 45,Medium,Female,1,39,6,No,No
20,M,African-American,Less than 25,Medium,Female,0,-1,7,Yes,Yes
30,M,African-American,25 - 45,Low,Male,0,-1,1,No,No
43,M,African-American,25 - 45,Low,Female,0,-1,1,No,No
51,F,Caucasian,Greater than 45,Low,Male,4,-1,1,Yes,Yes
37,F,Hispanic,25 - 45,Medium,Male,9,-1,5,No,No
42,F,African-American,25 - 45,High,Male,7,0,9,Yes,Yes
29,F,Hispanic,25 - 45,Low,Female,1,-1,4,No,No
24,M,Caucasian,Less than 25,Medium,Female,0,0,6,No,No
36,F,Caucasian,25 - 45,Low,Male,12,-26,1,No,No
39,F,Caucasian,25 - 45,Low,Male,0,-1,1,Yes,Yes
32,M,African-American,25 - 45,Medium,Male,2,-1,5,No,No
30,F,African-American,25 - 45,Low,Male,1,-82,2,No,No
38,M,African-American,25 - 45,Low,Male,0,0,1,No,No
27,F,African-American,25 - 45,Medium,Female,8,-23,6,Yes,No
30,F,Caucasian,25 - 45,Medium,Female,0,-1,6,Yes,Yes
43,M,Caucasian,25 - 45,Low,Female,0,-1,2,Yes,Yes
30,M,African-American,25 - 45,High,Male,8,-1,9,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,2,366,7,Yes,Yes
26,M,Caucasian,25 - 45,Low,Female,1,-2,4,Yes,No
37,F,Caucasian,25 - 45,Low,Male,3,-1,4,No,No
25,F,Caucasian,25 - 45,High,Male,5,-1,9,Yes,Yes
65,F,Caucasian,Greater than 45,Low,Male,1,-1,3,Yes,Yes
52,F,Other,Greater than 45,Medium,Male,0,-1,5,Yes,Yes
37,F,Hispanic,25 - 45,Medium,Male,9,-52,6,No,No
29,F,Caucasian,25 - 45,Low,Male,1,-1,1,No,No
32,F,Caucasian,25 - 45,Medium,Male,3,-1,5,No,No
36,M,Hispanic,25 - 45,Low,Male,0,-1,1,Yes,Yes
21,F,African-American,Less than 25,High,Male,8,30,9,Yes,Yes
21,F,Caucasian,Less than 25,Low,Male,1,-1,3,No,No
47,M,Caucasian,Greater than 45,Low,Male,13,0,4,Yes,Yes
36,F,African-American,25 - 45,Low,Female,4,-13,2,No,No
25,F,African-American,25 - 45,Medium,Female,6,24,7,Yes,Yes
32,M,Caucasian,25 - 45,Low,Male,4,0,2,Yes,Yes
43,F,Caucasian,25 - 45,Low,Male,1,-1,1,No,No
27,F,African-American,25 - 45,Medium,Male,2,-1,6,No,No
26,M,African-American,25 - 45,Low,Male,8,-1,4,Yes,Yes
21,F,African-American,Less than 25,Low,Male,1,-22,3,No,No
34,M,Asian,25 - 45,Low,Male,0,-1,2,No,No
46,M,Hispanic,Greater than 45,Low,Male,1,-2,1,No,No
40,M,African-American,25 - 45,Medium,Male,23,30,6,Yes,Yes
38,M,Caucasian,25 - 45,Low,Male,3,0,3,No,No
41,F,African-American,25 - 45,High,Male,7,-1,9,No,No
25,F,Caucasian,25 - 45,High,Male,7,-1,10,Yes,Yes
21,F,Caucasian,Less than 25,Low,Male,1,-11,4,No,No
74,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
41,M,Caucasian,25 - 45,Low,Male,5,-1,4,Yes,Yes
57,F,African-American,Greater than 45,Medium,Male,11,-376,7,Yes,Yes
27,M,Hispanic,25 - 45,Low,Female,0,0,3,No,No
30,M,African-American,25 - 45,Low,Male,1,-1,2,No,No
33,F,Caucasian,25 - 45,Medium,Female,3,-2,6,Yes,Yes
24,M,Caucasian,Less than 25,Low,Male,2,0,2,No,No
52,F,Asian,Greater than 45,Low,Male,0,-1,1,No,No
29,M,Caucasian,25 - 45,Medium,Female,0,-1,6,No,No
42,F,Caucasian,25 - 45,Low,Female,0,-1,2,Yes,Yes
30,F,Caucasian,25 - 45,Low,Female,1,0,2,No,No
33,F,African-American,25 - 45,Medium,Male,0,-1,5,No,No
38,F,Hispanic,25 - 45,Low,Male,1,-1,1,No,No
21,F,African-American,Less than 25,Medium,Male,2,-1,6,Yes,Yes
41,M,Caucasian,25 - 45,Low,Female,9,2,4,Yes,Yes
28,M,African-American,25 - 45,High,Female,5,-1,8,No,No
52,F,African-American,Greater than 45,Low,Female,3,0,1,No,No
21,F,Hispanic,Less than 25,High,Male,1,-25,8,No,No
22,F,Hispanic,Less than 25,Medium,Female,1,-1,5,Yes,No
32,F,Hispanic,25 - 45,Low,Male,3,0,3,No,No
25,F,African-American,25 - 45,Low,Male,0,0,2,Yes,Yes
27,M,African-American,25 - 45,Low,Female,0,-1,3,Yes,No
35,F,Caucasian,25 - 45,Low,Male,0,0,2,No,No
40,M,African-American,25 - 45,Low,Male,2,-1,3,Yes,No
29,F,Other,25 - 45,Low,Female,0,-1,3,No,No
24,M,African-American,Less than 25,High,Male,2,-1,9,Yes,Yes
24,F,African-American,Less than 25,High,Male,10,0,10,Yes,Yes
36,F,Hispanic,25 - 45,High,Male,26,-1,10,Yes,Yes
26,F,Hispanic,25 - 45,Low,Male,5,-1,3,No,No
50,F,Caucasian,Greater than 45,Low,Male,1,0,2,No,No
21,F,African-American,Less than 25,Medium,Male,1,-1,7,Yes,Yes
51,M,Hispanic,Greater than 45,Low,Male,0,-1,1,No,No
24,F,African-American,Less than 25,Medium,Male,2,-1,5,Yes,Yes
33,F,African-American,25 - 45,High,Male,11,-57,8,Yes,Yes
29,M,African-American,25 - 45,Low,Male,3,-1,1,No,No
25,M,Caucasian,25 - 45,Low,Female,0,0,4,No,No
38,F,African-American,25 - 45,Low,Male,0,-1,3,Yes,Yes
46,F,Caucasian,Greater than 45,Low,Male,1,-1,3,No,No
33,M,African-American,25 - 45,Medium,Male,9,-28,7,Yes,Yes
31,F,Hispanic,25 - 45,Medium,Male,19,-1,7,Yes,Yes
21,M,Other,Less than 25,Low,Male,0,-1,4,No,No
60,M,Other,Greater than 45,Low,Male,1,-1,1,Yes,Yes
39,F,African-American,25 - 45,Medium,Female,3,-1,5,Yes,Yes
23,F,African-American,Less than 25,Medium,Male,1,-39,5,No,No
23,M,African-American,Less than 25,Medium,Female,3,-169,5,Yes,Yes
35,F,African-American,25 - 45,Low,Male,4,-1,4,No,No
49,F,Caucasian,Greater than 45,Low,Male,12,-1,2,Yes,Yes
26,M,Other,25 - 45,Low,Male,1,-1,4,No,No
27,M,Caucasian,25 - 45,Medium,Male,0,0,5,No,No
22,F,African-American,Less than 25,Medium,Male,2,-1,6,No,No
29,F,African-American,25 - 45,Low,Female,0,-1,4,Yes,Yes
31,M,African-American,25 - 45,High,Male,0,-1,9,No,No
31,F,Hispanic,25 - 45,Medium,Male,5,0,6,Yes,Yes
29,F,Hispanic,25 - 45,Low,Female,0,0,3,No,No
65,F,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
34,M,Hispanic,25 - 45,Low,Female,1,-5,3,No,No
24,F,Caucasian,Less than 25,High,Male,6,0,10,No,No
46,M,African-American,Greater than 45,Low,Male,0,0,2,No,No
26,F,Other,25 - 45,Low,Male,3,-41,2,No,No
20,F,African-American,Less than 25,Low,Male,0,0,4,Yes,Yes
29,F,African-American,25 - 45,High,Male,16,-1,10,Yes,Yes
29,F,African-American,25 - 45,Low,Male,7,0,3,Yes,No
56,F,Caucasian,Greater than 45,Low,Female,3,-1,1,No,No
21,F,African-American,Less than 25,Low,Male,0,0,4,No,No
40,F,African-American,25 - 45,High,Male,0,0,10,Yes,Yes
22,M,African-American,Less than 25,High,Male,2,-1,9,Yes,Yes
39,M,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
22,F,African-American,Less than 25,High,Male,1,0,8,Yes,Yes
27,F,Other,25 - 45,Medium,Female,5,-2,6,Yes,Yes
36,F,Caucasian,25 - 45,Low,Male,1,0,2,No,No
30,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
56,F,Caucasian,Greater than 45,Low,Male,17,41,4,Yes,Yes
36,M,African-American,25 - 45,Medium,Male,0,-1,6,No,No
32,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
34,F,African-American,25 - 45,High,Female,5,-1,9,Yes,Yes
23,M,Other,Less than 25,Low,Male,0,-1,3,Yes,No
52,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
20,F,Caucasian,Less than 25,High,Male,1,-1,10,Yes,Yes
38,M,African-American,25 - 45,Low,Male,5,-1,4,No,No
46,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
27,F,African-American,25 - 45,Low,Male,0,-1,4,Yes,Yes
20,F,African-American,Less than 25,Low,Male,2,-17,3,Yes,Yes
29,F,Caucasian,25 - 45,Low,Female,1,-6,2,Yes,Yes
35,F,African-American,25 - 45,Low,Female,7,-1,2,Yes,Yes
37,M,Caucasian,25 - 45,Low,Male,1,-1,1,Yes,Yes
63,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
27,F,African-American,25 - 45,Low,Male,1,-1,4,Yes,Yes
27,F,African-American,25 - 45,Medium,Male,0,-1,5,No,No
24,M,African-American,Less than 25,Medium,Male,2,0,6,Yes,Yes
30,F,Hispanic,25 - 45,Low,Male,1,0,2,Yes,Yes
32,M,African-American,25 - 45,High,Male,13,680,8,Yes,Yes
25,F,Caucasian,25 - 45,High,Male,4,0,10,Yes,Yes
24,M,African-American,Less than 25,High,Male,10,-251,9,No,No
27,M,African-American,25 - 45,Low,Male,0,0,1,No,No
48,M,African-American,Greater than 45,Medium,Female,0,-1,5,No,No
26,M,African-American,25 - 45,Low,Female,1,-23,4,No,No
58,F,Other,Greater than 45,Low,Male,0,0,1,No,No
23,F,Caucasian,Less than 25,Medium,Male,1,-20,5,Yes,Yes
22,M,Caucasian,Less than 25,Low,Male,3,0,4,Yes,Yes
51,F,African-American,Greater than 45,Low,Female,4,-60,1,No,No
41,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
21,F,African-American,Less than 25,Medium,Male,0,-1,7,No,No
26,M,Other,25 - 45,Low,Male,0,-1,2,No,No
39,M,African-American,25 - 45,Medium,Female,3,-1,6,No,No
46,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
22,M,African-American,Less than 25,Medium,Male,1,112,7,Yes,Yes
33,F,Other,25 - 45,High,Male,7,-1,8,Yes,Yes
36,F,African-American,25 - 45,Low,Male,2,-1,4,Yes,Yes
20,F,Native American,Less than 25,High,Male,1,-5,9,Yes,Yes
32,M,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
38,M,African-American,25 - 45,Low,Male,17,-1,4,Yes,Yes
64,M,Hispanic,Greater than 45,Low,Male,1,-2,1,No,No
22,F,African-American,Less than 25,Medium,Male,1,-1,5,Yes,Yes
69,M,Caucasian,Greater than 45,Low,Male,0,-7,1,Yes,Yes
26,F,African-American,25 - 45,Low,Male,2,-23,4,No,No
27,M,African-American,25 - 45,Medium,Female,1,-1,6,Yes,Yes
30,M,Caucasian,25 - 45,Medium,Female,1,40,6,No,No
22,F,African-American,Less than 25,High,Male,2,-1,8,Yes,No
43,F,Caucasian,25 - 45,Low,Female,0,0,1,No,No
24,F,Hispanic,Less than 25,Low,Male,0,565,1,Yes,Yes
22,M,Caucasian,Less than 25,Low,Male,2,-36,4,Yes,Yes
55,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
34,M,Hispanic,25 - 45,Low,Male,0,0,1,No,No
20,F,African-American,Less than 25,Low,Male,1,-1,2,No,No
22,M,African-American,Less than 25,Medium,Male,1,-1,7,Yes,Yes
29,F,African-American,25 - 45,High,Male,15,227,9,Yes,Yes
33,F,Caucasian,25 - 45,High,Male,9,-1,9,Yes,Yes
55,F,Caucasian,Greater than 45,High,Male,7,0,8,No,No
22,F,African-American,Less than 25,Medium,Male,1,-1,6,No,No
55,F,African-American,Greater than 45,Low,Male,1,-1,1,No,No
43,F,Caucasian,25 - 45,Low,Female,0,-2,1,Yes,Yes
21,F,African-American,Less than 25,High,Male,0,-1,10,Yes,Yes
38,F,African-American,25 - 45,Low,Male,6,-52,4,No,No
23,F,African-American,Less than 25,Low,Male,0,-1,2,No,No
28,M,Caucasian,25 - 45,Medium,Female,1,-2,5,No,No
45,F,Other,Greater than 45,Low,Male,0,0,1,No,No
39,F,African-American,25 - 45,Low,Male,1,-1,1,Yes,No
79,M,Caucasian,Greater than 45,Low,Male,1,-22,1,No,No
48,F,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
20,F,Hispanic,Less than 25,High,Male,2,-1,8,Yes,Yes
31,M,African-American,25 - 45,High,Male,5,-1,8,No,No
30,M,Caucasian,25 - 45,Medium,Male,4,-3,5,Yes,Yes
32,F,African-American,25 - 45,Low,Male,5,-1,4,Yes,Yes
56,M,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
43,M,African-American,25 - 45,Low,Male,2,-1,1,No,No
20,F,Hispanic,Less than 25,Low,Male,0,-1,3,No,No
27,F,African-American,25 - 45,Medium,Male,21,0,7,Yes,Yes
41,M,African-American,25 - 45,Medium,Male,0,-4,6,No,No
24,F,Other,Less than 25,Low,Male,1,-1,3,No,No
43,M,African-American,25 - 45,Low,Male,3,-4,1,Yes,Yes
33,F,African-American,25 - 45,Low,Female,1,-1,1,No,No
22,F,African-American,Less than 25,Low,Male,0,-1,3,No,No
34,F,African-American,25 - 45,Low,Male,3,-1,1,No,No
36,M,Caucasian,25 - 45,Low,Male,0,0,1,No,No
69,F,Caucasian,Greater than 45,Medium,Male,0,-1,5,No,No
32,F,Caucasian,25 - 45,Medium,Male,5,-1,5,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,1,0,7,Yes,Yes
46,F,Caucasian,Greater than 45,Medium,Male,0,-1,5,No,No
34,M,Caucasian,25 - 45,Medium,Male,1,-14,5,No,No
32,M,Hispanic,25 - 45,Low,Female,0,0,1,No,No
39,M,African-American,25 - 45,Low,Male,0,-1,1,No,No
25,M,African-American,25 - 45,Medium,Male,6,-1,7,Yes,Yes
21,M,Hispanic,Less than 25,Low,Female,0,-1,4,Yes,Yes
63,F,African-American,Greater than 45,Medium,Male,9,0,6,Yes,Yes
24,F,Caucasian,Less than 25,Low,Male,8,-1,4,Yes,Yes
29,M,Caucasian,25 - 45,Medium,Male,2,-2,5,Yes,No
20,F,African-American,Less than 25,High,Male,3,0,8,Yes,Yes
40,M,Caucasian,25 - 45,Medium,Female,0,-1,5,No,No
30,F,African-American,25 - 45,High,Male,7,0,8,Yes,Yes
36,M,Caucasian,25 - 45,Medium,Male,10,54,5,Yes,Yes
50,F,Caucasian,Greater than 45,Medium,Male,5,-8,7,Yes,No
37,M,African-American,25 - 45,Medium,Male,4,-1,7,Yes,Yes
34,F,African-American,25 - 45,Medium,Male,1,0,7,No,No
35,F,Hispanic,25 - 45,Low,Female,0,-1,2,No,No
31,M,African-American,25 - 45,Low,Female,1,-1,2,Yes,Yes
23,F,Caucasian,Less than 25,Medium,Male,10,-1,7,Yes,No
22,F,Hispanic,Less than 25,Low,Male,0,-1,4,Yes,Yes
37,F,Caucasian,25 - 45,Low,Male,2,-1,1,Yes,Yes
20,F,Other,Less than 25,Low,Male,0,-2,4,No,No
54,F,African-American,Greater than 45,Medium,Male,22,83,7,Yes,Yes
26,F,Caucasian,25 - 45,Medium,Male,2,-1,5,No,No
34,F,African-American,25 - 45,High,Male,12,-1,9,Yes,Yes
59,M,Caucasian,Greater than 45,Low,Male,2,-15,1,Yes,Yes
37,M,Caucasian,25 - 45,Low,Male,2,-12,2,No,No
38,F,Other,25 - 45,Low,Male,0,-1,1,Yes,Yes
45,F,Caucasian,Greater than 45,Low,Male,1,-1,1,Yes,Yes
22,F,African-American,Less than 25,High,Male,1,-1,8,No,No
24,F,African-American,Less than 25,High,Male,3,26,8,Yes,Yes
25,F,African-American,25 - 45,Medium,Male,5,-1,5,No,No
24,F,African-American,Less than 25,Medium,Male,6,-1,6,Yes,Yes
20,M,African-American,Less than 25,Low,Male,1,-1,4,Yes,Yes
32,F,Caucasian,25 - 45,Low,Female,2,-1,2,Yes,Yes
39,F,Caucasian,25 - 45,Medium,Male,8,-75,6,No,No
49,F,African-American,Greater than 45,High,Male,3,-1,8,Yes,Yes
20,F,African-American,Less than 25,Low,Male,1,57,4,Yes,Yes
31,F,Caucasian,25 - 45,Medium,Male,11,-1,7,Yes,Yes
58,F,Caucasian,Greater than 45,Medium,Male,7,-1,7,Yes,Yes
50,M,Hispanic,Greater than 45,Low,Male,2,0,1,No,No
26,F,African-American,25 - 45,Medium,Male,11,-1,7,Yes,Yes
20,F,African-American,Less than 25,Medium,Male,1,-20,6,No,No
39,F,Caucasian,25 - 45,Low,Male,1,-48,1,No,No
51,M,Caucasian,Greater than 45,Low,Male,1,-1,2,Yes,Yes
30,M,African-American,25 - 45,Low,Male,2,-1,2,No,No
39,M,Other,25 - 45,Low,Male,0,-1,1,Yes,No
26,F,Caucasian,25 - 45,High,Male,9,-84,9,Yes,Yes
26,F,African-American,25 - 45,Medium,Male,2,-1,6,No,No
35,F,African-American,25 - 45,High,Male,13,-188,9,Yes,Yes
20,M,Other,Less than 25,Medium,Male,0,-1,5,No,No
51,F,Caucasian,Greater than 45,Medium,Female,7,-157,5,No,No
26,F,Caucasian,25 - 45,Medium,Female,0,-4,5,No,No
26,F,African-American,25 - 45,Low,Male,5,-1,4,No,No
20,F,Caucasian,Less than 25,Low,Male,0,-1,2,No,No
28,F,African-American,25 - 45,Low,Male,0,0,3,Yes,Yes
23,M,African-American,Less than 25,Low,Male,1,-1,2,Yes,Yes
21,M,African-American,Less than 25,Medium,Female,0,-4,5,No,No
25,F,Other,25 - 45,High,Male,0,-1,9,Yes,Yes
30,F,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
21,F,Caucasian,Less than 25,High,Male,2,-3,9,Yes,Yes
20,F,Caucasian,Less than 25,Medium,Male,1,13,7,Yes,Yes
24,F,Caucasian,Less than 25,Medium,Male,5,16,6,Yes,Yes
35,F,African-American,25 - 45,High,Male,22,0,10,Yes,Yes
27,F,Other,25 - 45,Low,Female,0,-1,3,Yes,Yes
50,F,Caucasian,Greater than 45,Low,Male,2,-1,2,Yes,Yes
25,M,African-American,25 - 45,High,Male,5,-1,9,No,No
31,M,African-American,25 - 45,High,Male,12,-1,8,Yes,Yes
26,F,African-American,25 - 45,High,Male,0,-1,9,No,No
22,F,African-American,Less than 25,Low,Male,0,-1,4,No,No
29,F,African-American,25 - 45,Low,Male,0,0,3,No,No
33,F,Other,25 - 45,Low,Male,2,0,1,Yes,Yes
52,F,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
37,M,Hispanic,25 - 45,Low,Male,0,-1,1,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,0,-1,7,Yes,No
21,F,Caucasian,Less than 25,High,Male,1,0,8,No,No
20,F,Caucasian,Less than 25,High,Female,0,0,8,Yes,Yes
43,M,Hispanic,25 - 45,Low,Male,1,-1,1,Yes,Yes
30,F,Caucasian,25 - 45,Low,Male,1,-1,1,Yes,Yes
33,M,African-American,25 - 45,Low,Female,3,0,4,Yes,Yes
24,F,African-American,Less than 25,Medium,Male,3,0,7,No,No
52,M,Hispanic,Greater than 45,Low,Female,0,-1,1,Yes,Yes
30,F,African-American,25 - 45,Medium,Female,11,0,7,Yes,Yes
30,M,Caucasian,25 - 45,Low,Female,0,-1,2,No,No
47,F,African-American,Greater than 45,Low,Male,13,0,2,Yes,Yes
41,M,African-American,25 - 45,High,Male,9,-1,9,No,No
21,F,Hispanic,Less than 25,High,Male,4,-1,10,Yes,Yes
48,F,Caucasian,Greater than 45,Low,Male,6,-26,2,No,No
52,F,African-American,Greater than 45,High,Male,2,-1,9,Yes,Yes
34,M,African-American,25 - 45,Low,Female,1,-1,1,No,No
35,F,Caucasian,25 - 45,Low,Male,0,-1,3,Yes,Yes
25,F,Other,25 - 45,Low,Male,1,-1,4,Yes,Yes
24,F,African-American,Less than 25,Low,Male,1,-1,2,Yes,Yes
31,F,Hispanic,25 - 45,Medium,Male,1,583,7,No,No
43,F,African-American,25 - 45,High,Male,3,93,8,Yes,Yes
25,M,African-American,25 - 45,Low,Male,1,0,2,No,No
34,F,African-American,25 - 45,High,Male,20,-1,9,Yes,Yes
25,F,African-American,25 - 45,Low,Male,2,-1,4,Yes,Yes
24,F,Hispanic,Less than 25,Medium,Male,4,-1,6,Yes,Yes
56,F,Caucasian,Greater than 45,Low,Male,6,-1,1,No,No
23,F,African-American,Less than 25,Low,Male,0,0,4,No,No
21,M,Caucasian,Less than 25,Low,Male,0,-1,4,No,No
66,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
28,M,African-American,25 - 45,Medium,Male,7,-1,7,No,No
29,M,Caucasian,25 - 45,Low,Male,0,0,1,No,No
22,F,Caucasian,Less than 25,Medium,Male,3,0,7,Yes,Yes
39,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
33,M,African-American,25 - 45,High,Male,9,-1,8,Yes,Yes
29,F,Caucasian,25 - 45,Low,Male,2,-1,1,Yes,Yes
31,F,Caucasian,25 - 45,Low,Male,1,-1,2,No,No
22,M,African-American,Less than 25,High,Male,0,-1,8,No,No
22,M,Caucasian,Less than 25,Medium,Female,0,-1,5,No,No
